优先级排名,卖家ID,卖家州,客户州,已完成订单,延迟订单,延迟订单商品GMV,延迟交付率,建议行动
1,4a3ca9315b744ce9f8e9374361493884,SP,SP,800,58,6268.45,0.0725,复核承运线路容量与路由
2,1f50f920176fa81dab994f9023523100,SP,RJ,219,55,3435.7,0.2511415525114155,复核承运线路容量与路由
3,4a3ca9315b744ce9f8e9374361493884,SP,RJ,267,51,6076.2,0.1910112359550561,复核承运线路容量与路由
4,6560211a19b47992c3666cc44a7e94c0,SP,SP,799,43,2774.0,0.0538172715894868,复核承运线路容量与路由
5,4869f7a5dfa277a7dca6462dcf3b52b2,SP,RJ,201,40,7211.7,0.1990049751243781,复核承运线路容量与路由
6,7c67e1448b00f6e969d365cea6b010ab,SP,SP,389,36,5215.47,0.0925449871465295,复核卖家发货SLA
7,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,SP,244,35,5005.5,0.1434426229508196,复核承运线路容量与路由
8,8b321bb669392f5163d04c59e235e066,SP,RJ,134,34,583.5,0.2537313432835821,复核承运线路容量与路由
9,1025f0e2d44d7041d6cf58b6550e0bfa,SP,SP,321,32,4107.9,0.0996884735202492,复核卖家发货SLA
10,06a2c3af7b3aee5d69171b0e14f0ee87,MA,SP,124,31,2974.65,0.25,复核承运线路容量与路由
11,da8622b14eb17ae2831f4ac5b9dab84a,SP,RJ,167,31,3476.7000000000003,0.18562874251497,复核承运线路容量与路由
12,4869f7a5dfa277a7dca6462dcf3b52b2,SP,SP,444,29,5838.9,0.0653153153153153,复核承运线路容量与路由
13,7c67e1448b00f6e969d365cea6b010ab,SP,RJ,175,27,5486.96,0.1542857142857142,复核卖家发货SLA
14,955fee9216a65b617aa5c0531780ce60,SP,SP,633,27,2507.67,0.0426540284360189,复核承运线路容量与路由
15,ea8482cd71df3c1969d7b9473ff13abc,SP,SP,415,26,875.34,0.0626506024096385,复核卖家发货SLA
16,955fee9216a65b617aa5c0531780ce60,SP,RJ,102,22,2342.08,0.2156862745098039,复核承运线路容量与路由
17,6560211a19b47992c3666cc44a7e94c0,SP,RJ,183,22,1341.0,0.1202185792349726,复核承运线路容量与路由
18,7a67c85e85bb2ce8582c35f2203ad736,SP,SP,363,22,2757.78,0.0606060606060606,复核承运线路容量与路由
19,e9779976487b77c6d4ac45f75ec7afe9,SP,SP,381,22,1438.64,0.0577427821522309,复核卖家发货SLA
20,1f50f920176fa81dab994f9023523100,SP,SP,499,21,1363.0,0.0420841683366733,复核承运线路容量与路由
21,da8622b14eb17ae2831f4ac5b9dab84a,SP,SP,717,21,3122.5,0.0292887029288702,复核卖家发货SLA
22,4a3ca9315b744ce9f8e9374361493884,SP,MG,229,20,2766.84,0.0873362445414847,复核承运线路容量与路由
23,7d13fca15225358621be4086e1eb0964,SP,RJ,94,19,4083.78,0.202127659574468,复核承运线路容量与路由
24,16090f2ca825584b5a147ab24aa30c86,SP,SP,221,19,1331.97,0.085972850678733,复核承运线路容量与路由
25,d91fb3b7d041e83b64a00a3edfb37e4f,SP,SP,239,19,1183.97,0.0794979079497908,复核卖家发货SLA
26,1025f0e2d44d7041d6cf58b6550e0bfa,SP,RJ,99,18,2615.5,0.1818181818181818,复核承运线路容量与路由
27,3d871de0142ce09b7081e2b9d1733cb1,SP,RJ,164,18,2050.6,0.1097560975609756,复核承运线路容量与路由
28,1900267e848ceeba8fa32d80c1a5f5a8,SP,RJ,73,17,1019.71,0.2328767123287671,复核承运线路容量与路由
29,ea8482cd71df3c1969d7b9473ff13abc,SP,RJ,83,17,445.82,0.2048192771084337,复核承运线路容量与路由
30,7a67c85e85bb2ce8582c35f2203ad736,SP,RJ,148,17,2474.83,0.1148648648648648,复核承运线路容量与路由
31,4e922959ae960d389249c378d1c939f5,SP,SP,161,17,2004.85,0.1055900621118012,复核卖家发货SLA
32,c70c1b0d8ca86052f45a432a38b73958,SP,SP,172,17,2286.08,0.0988372093023255,复核卖家发货SLA
33,7d13fca15225358621be4086e1eb0964,SP,SP,194,17,3577.99,0.0876288659793814,复核承运线路容量与路由
34,391fc6631aebcf3004804e51b40bcf1e,SP,SP,249,17,1385.41,0.0682730923694779,复核承运线路容量与路由
35,cc419e0650a3c5ba77189a1882b7556a,SP,SP,654,17,1153.82,0.0259938837920489,复核卖家发货SLA
36,8160255418d5aaa7dbdc9f4c64ebda44,SP,RJ,59,16,2575.7000000000003,0.2711864406779661,复核承运线路容量与路由
37,391fc6631aebcf3004804e51b40bcf1e,SP,RJ,61,16,1391.27,0.2622950819672131,复核承运线路容量与路由
38,128639473a139ac0f3e5f5ade55873a5,PR,RJ,87,16,447.3,0.1839080459770115,复核承运线路容量与路由
39,da8622b14eb17ae2831f4ac5b9dab84a,SP,MG,146,16,1878.4,0.1095890410958904,复核承运线路容量与路由
40,a1043bafd471dff536d0c462352beb48,MG,RJ,188,16,2372.92,0.0851063829787234,复核承运线路容量与路由
41,8581055ce74af1daba164fdbd55a40de,SP,SP,201,16,2627.47,0.0796019900497512,复核承运线路容量与路由
42,3d871de0142ce09b7081e2b9d1733cb1,SP,SP,460,16,1435.7,0.0347826086956521,复核承运线路容量与路由
43,88460e8ebdecbfecb5f9601833981930,PR,MG,31,15,1658.5500000000002,0.4838709677419355,复核卖家发货SLA
44,1835b56ce799e6a4dc4eddc053f04066,SP,RJ,66,15,998.85,0.2272727272727272,复核承运线路容量与路由
45,88460e8ebdecbfecb5f9601833981930,PR,SP,118,15,2134.15,0.1271186440677966,复核卖家发货SLA
46,8b321bb669392f5163d04c59e235e066,SP,SP,386,15,254.75,0.038860103626943,复核承运线路容量与路由
47,d13e50eaa47b4cbe9eb81465865d8cfc,SP,SP,46,14,1464.32,0.3043478260869565,复核卖家发货SLA
48,fa1c13f2614d7b5c4749cbc52fecda94,SP,RJ,75,14,4282.09,0.1866666666666666,复核承运线路容量与路由
49,1f50f920176fa81dab994f9023523100,SP,MG,177,14,928.7,0.0790960451977401,复核承运线路容量与路由
50,7aa4334be125fcdd2ba64b3180029f14,SP,RJ,30,13,1025.08,0.4333333333333333,复核承运线路容量与路由
51,c31eff8334d6b3047ed34bebd4d62c36,SP,SP,62,13,1238.79,0.2096774193548387,复核卖家发货SLA
52,8d956fec2e4337affcb520f56fd8cbfd,SP,SP,99,13,582.38,0.1313131313131313,复核承运线路容量与路由
53,8160255418d5aaa7dbdc9f4c64ebda44,SP,SP,162,13,1566.6,0.0802469135802469,复核承运线路容量与路由
54,1835b56ce799e6a4dc4eddc053f04066,SP,SP,206,13,760.21,0.0631067961165048,复核承运线路容量与路由
55,7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,RJ,47,12,2485.88,0.2553191489361702,复核承运线路容量与路由
56,ea8482cd71df3c1969d7b9473ff13abc,SP,BA,57,12,486.86,0.2105263157894736,复核承运线路容量与路由
57,4a3ca9315b744ce9f8e9374361493884,SP,RS,91,12,1320.0,0.1318681318681318,复核承运线路容量与路由
58,4c2b230173bb36f9b240f2b8ac11786e,SP,SP,117,12,718.3,0.1025641025641025,复核卖家发货SLA
59,46dc3b2cc0980fb8ec44634e21d2718e,RJ,SP,148,12,3269.88,0.081081081081081,复核承运线路容量与路由
60,1900267e848ceeba8fa32d80c1a5f5a8,SP,SP,197,12,553.8,0.0609137055837563,复核承运线路容量与路由
61,f8db351d8c4c4c22c6835c19a46f01b0,SP,SP,290,12,754.7,0.0413793103448275,复核承运线路容量与路由
62,cca3071e3e9bb7d12640c9fbe2301306,SP,SP,315,12,1092.34,0.0380952380952381,复核卖家发货SLA
63,b33e7c55446eabf8fe1a42d037ac7d6d,SP,RJ,27,11,3716.13,0.4074074074074074,复核承运线路容量与路由
64,a49928bcdf77c55c6d6e05e09a9b4ca5,SP,SP,47,11,888.0,0.2340425531914893,复核卖家发货SLA
65,218d46b86c1881d022bce9c68a7d4b15,SP,RJ,52,11,1381.0,0.2115384615384615,复核承运线路容量与路由
66,2eb70248d66e0e3ef83659f71b244378,SP,SP,82,11,3285.2,0.1341463414634146,复核卖家发货SLA
67,e5a3438891c0bfdb9394643f95273d8e,SP,SP,95,11,299.6,0.1157894736842105,复核卖家发货SLA
68,cca3071e3e9bb7d12640c9fbe2301306,SP,RJ,101,11,1052.38,0.1089108910891089,复核承运线路容量与路由
69,c3867b4666c7d76867627c2f7fb22e21,SP,SP,107,11,2148.8,0.102803738317757,复核承运线路容量与路由
70,fa1c13f2614d7b5c4749cbc52fecda94,SP,SP,207,11,2552.79,0.0531400966183574,复核卖家发货SLA
71,2c9e548be18521d1c43cde1c582c6de8,SP,RJ,16,10,328.7,0.625,复核承运线路容量与路由
72,88460e8ebdecbfecb5f9601833981930,PR,RJ,36,10,2236.05,0.2777777777777778,复核承运线路容量与路由
73,955fee9216a65b617aa5c0531780ce60,SP,BA,46,10,741.6800000000001,0.217391304347826,复核承运线路容量与路由
74,77530e9772f57a62c906e1c21538ab82,PR,SP,108,10,1735.9,0.0925925925925925,复核承运线路容量与路由
75,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,MG,113,10,831.8000000000001,0.0884955752212389,复核承运线路容量与路由
76,855668e0971d4dfd7bef1b6a4133b41b,SP,SP,119,10,1263.96,0.0840336134453781,复核卖家发货SLA
77,897060da8b9a21f655304d50fd935913,SP,SP,131,10,724.22,0.0763358778625954,复核承运线路容量与路由
78,cc419e0650a3c5ba77189a1882b7556a,SP,RJ,176,10,611.9,0.0568181818181818,复核承运线路容量与路由
79,53e4c6e0f4312d4d2107a8c9cddf45cd,SP,SP,244,10,525.67,0.040983606557377,复核卖家发货SLA
80,ea8482cd71df3c1969d7b9473ff13abc,SP,CE,23,9,283.88,0.391304347826087,复核承运线路容量与路由
81,54965bbe3e4f07ae045b90b0b8541f52,PR,SP,25,9,1209.2,0.36,复核卖家发货SLA
82,cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,SP,27,9,329.9,0.3333333333333333,复核卖家发货SLA
83,c826c40d7b19f62a09e2d7c5e7295ee2,SP,SC,30,9,1275.04,0.3,复核承运线路容量与路由
84,70a12e78e608ac31179aea7f8422044b,SP,RJ,37,9,1137.95,0.2432432432432432,复核承运线路容量与路由
85,897060da8b9a21f655304d50fd935913,SP,RJ,39,9,500.65,0.2307692307692307,复核承运线路容量与路由
86,1f50f920176fa81dab994f9023523100,SP,BA,54,9,580.4,0.1666666666666666,复核承运线路容量与路由
87,1ca7077d890b907f89be8c954a02686a,SP,SP,57,9,1379.0,0.1578947368421052,复核卖家发货SLA
88,8b28d096634035667e8263d57ba3368c,SP,SP,65,9,791.28,0.1384615384615384,复核承运线路容量与路由
89,a416b6a846a11724393025641d4edd5e,SP,SP,70,9,1089.54,0.1285714285714285,复核承运线路容量与路由
90,6560211a19b47992c3666cc44a7e94c0,SP,BA,82,9,601.0,0.1097560975609756,复核承运线路容量与路由
91,1f50f920176fa81dab994f9023523100,SP,RS,107,9,574.5,0.0841121495327102,复核承运线路容量与路由
92,70a12e78e608ac31179aea7f8422044b,SP,SP,117,9,1113.0,0.0769230769230769,复核承运线路容量与路由
93,4869f7a5dfa277a7dca6462dcf3b52b2,SP,MG,120,9,2180.8,0.075,复核承运线路容量与路由
94,ea8482cd71df3c1969d7b9473ff13abc,SP,MG,123,9,285.9,0.073170731707317,复核承运线路容量与路由
95,955fee9216a65b617aa5c0531780ce60,SP,MG,136,9,1678.59,0.0661764705882353,复核承运线路容量与路由
96,5dceca129747e92ff8ef7a997dc4f8ca,SP,SP,140,9,1554.2,0.0642857142857142,复核承运线路容量与路由
97,92eb0f42c21942b6552362b9b114707d,SP,SP,143,9,160.96,0.0629370629370629,复核卖家发货SLA
98,b2ba3715d723d245138f291a6fe42594,SP,SP,159,9,790.1,0.0566037735849056,复核卖家发货SLA
99,218d46b86c1881d022bce9c68a7d4b15,SP,SP,187,9,1350.99,0.0481283422459893,复核承运线路容量与路由
100,835f0f7810c76831d6c7d24c7a646d4d,SP,SP,13,8,929.2,0.6153846153846154,复核卖家发货SLA
101,e5a3438891c0bfdb9394643f95273d8e,SP,RJ,21,8,249.2,0.3809523809523809,复核承运线路容量与路由
102,4a3ca9315b744ce9f8e9374361493884,SP,BA,41,8,896.9000000000001,0.1951219512195122,复核承运线路容量与路由
103,8e6d7754bc7e0f22c96d255ebda59eba,SP,SP,45,8,1310.34,0.1777777777777777,复核卖家发货SLA
104,8160255418d5aaa7dbdc9f4c64ebda44,SP,MG,45,8,1002.1,0.1777777777777777,复核承运线路容量与路由
105,4a3ca9315b744ce9f8e9374361493884,SP,SC,45,8,740.4000000000001,0.1777777777777777,复核承运线路容量与路由
106,955fee9216a65b617aa5c0531780ce60,SP,SC,47,8,917.5,0.1702127659574468,复核承运线路容量与路由
107,7e93a43ef30c4f03f38b393420bc753a,SP,RJ,48,8,3991.96,0.1666666666666666,复核承运线路容量与路由
108,cc419e0650a3c5ba77189a1882b7556a,SP,CE,48,8,547.92,0.1666666666666666,复核承运线路容量与路由
109,cca3071e3e9bb7d12640c9fbe2301306,SP,RS,52,8,666.54,0.1538461538461538,复核承运线路容量与路由
110,cc419e0650a3c5ba77189a1882b7556a,SP,BA,57,8,587.92,0.1403508771929824,复核承运线路容量与路由
111,213b25e6f54661939f11710a6fddb871,SP,SP,61,8,887.0500000000001,0.1311475409836065,复核卖家发货SLA
112,1f50f920176fa81dab994f9023523100,SP,SC,65,8,552.7,0.123076923076923,复核承运线路容量与路由
113,cc419e0650a3c5ba77189a1882b7556a,SP,SC,65,8,467.92,0.123076923076923,复核承运线路容量与路由
114,dd7ddc04e1b6c2c614352b383efe2d36,SP,SP,69,8,806.28,0.1159420289855072,复核卖家发货SLA
115,e9bc59e7b60fc3063eb2290deda4cced,PR,SP,93,8,1025.59,0.086021505376344,复核卖家发货SLA
116,1da3aeb70d7989d1e6d9b0e887f97c23,SP,SP,138,8,243.94,0.0579710144927536,复核承运线路容量与路由
117,fe2032dab1a61af8794248c8196565c9,SP,SP,142,8,1653.2,0.056338028169014,复核承运线路容量与路由
118,06a2c3af7b3aee5d69171b0e14f0ee87,MA,ES,13,7,626.9300000000001,0.5384615384615384,复核承运线路容量与路由
119,0b35c634521043bf4b47e21547b99ab5,PR,RJ,17,7,1454.7,0.4117647058823529,复核承运线路容量与路由
120,1ca7077d890b907f89be8c954a02686a,SP,RJ,17,7,870.0,0.4117647058823529,复核承运线路容量与路由
121,8160255418d5aaa7dbdc9f4c64ebda44,SP,ES,19,7,881.1,0.3684210526315789,复核承运线路容量与路由
122,ede0c03645598cdfc63ca8237acbe73d,SP,SP,24,7,285.31,0.2916666666666667,复核承运线路容量与路由
123,beadbee30901a7f61d031b6b686095ad,SP,SP,27,7,569.0,0.2592592592592592,复核卖家发货SLA
124,1c129092bf23f28a5930387c980c0dfc,SP,RJ,29,7,267.1,0.2413793103448276,复核承运线路容量与路由
125,77530e9772f57a62c906e1c21538ab82,PR,RJ,30,7,610.7,0.2333333333333333,复核承运线路容量与路由
126,0241d4d5d36f10f80c644447315af0bd,PR,RJ,31,7,908.5,0.2258064516129032,复核承运线路容量与路由
127,c3867b4666c7d76867627c2f7fb22e21,SP,RJ,32,7,978.9,0.21875,复核承运线路容量与路由
128,4e922959ae960d389249c378d1c939f5,SP,MG,37,7,865.0,0.1891891891891892,复核承运线路容量与路由
129,dc4a0fc896dc34b0d5bfec8438291c80,SP,RJ,37,7,683.4100000000001,0.1891891891891892,复核承运线路容量与路由
130,4869f7a5dfa277a7dca6462dcf3b52b2,SP,ES,38,7,1449.7,0.1842105263157894,复核承运线路容量与路由
131,4a3ca9315b744ce9f8e9374361493884,SP,ES,40,7,787.0,0.175,复核承运线路容量与路由
132,ba143b05f0110f0dc71ad71b4466ce92,SP,SP,42,7,583.14,0.1666666666666666,复核卖家发货SLA
133,f5a590cf36251cf1162ea35bef76fe84,SP,SP,48,7,4413.0,0.1458333333333333,复核卖家发货SLA
134,855668e0971d4dfd7bef1b6a4133b41b,SP,MG,50,7,1156.97,0.14,复核卖家发货SLA
135,7c67e1448b00f6e969d365cea6b010ab,SP,BA,51,7,1137.88,0.1372549019607843,复核卖家发货SLA
136,1025f0e2d44d7041d6cf58b6550e0bfa,SP,SC,53,7,1244.38,0.1320754716981132,复核承运线路容量与路由
137,53e4c6e0f4312d4d2107a8c9cddf45cd,SP,RJ,53,7,218.9,0.1320754716981132,复核承运线路容量与路由
138,3d871de0142ce09b7081e2b9d1733cb1,SP,RS,70,7,654.8,0.1,复核承运线路容量与路由
139,d2374cbcbb3ca4ab1086534108cc3ab7,SP,RJ,70,7,305.0,0.1,复核承运线路容量与路由
140,7d13fca15225358621be4086e1eb0964,SP,MG,74,7,1308.9,0.0945945945945946,复核承运线路容量与路由
141,42b729f859728f5079499127a9c2ef37,SP,SP,76,7,305.29,0.0921052631578947,复核卖家发货SLA
142,f7ba60f8c3f99e7ee4042fdef03b70c4,SP,SP,77,7,3301.0,0.0909090909090909,复核卖家发货SLA
143,c003204e1ab016dfa150abc119207b24,SP,SP,80,7,853.3000000000001,0.0875,复核承运线路容量与路由
144,634964b17796e64304cadf1ad3050fb7,RJ,SP,82,7,2161.5,0.0853658536585365,复核承运线路容量与路由
145,53243585a1d6dc2643021fd1853d8905,BA,SP,86,7,3143.89,0.0813953488372093,复核承运线路容量与路由
146,ef506c96320abeedfb894c34db06f478,SP,SP,98,7,212.93,0.0714285714285714,复核卖家发货SLA
147,37515688008a7a40ac93e3b2e4ab203f,SP,SP,122,7,194.6,0.0573770491803278,复核卖家发货SLA
148,7a67c85e85bb2ce8582c35f2203ad736,SP,MG,135,7,810.9300000000001,0.0518518518518518,复核承运线路容量与路由
149,fa40cc5b934574b62717c68f3d678b6d,SP,SP,135,7,308.9,0.0518518518518518,复核卖家发货SLA
150,2138ccb85b11a4ec1e37afbd1c8eda1f,SP,SP,140,7,179.84,0.05,复核卖家发货SLA
151,cc419e0650a3c5ba77189a1882b7556a,SP,MG,187,7,388.93,0.0374331550802139,复核承运线路容量与路由
152,cc419e0650a3c5ba77189a1882b7556a,SP,AL,13,6,332.94,0.4615384615384615,复核承运线路容量与路由
153,d20b021d3efdf267a402c402a48ea64b,SP,RJ,13,6,308.76,0.4615384615384615,复核承运线路容量与路由
154,06a2c3af7b3aee5d69171b0e14f0ee87,MA,MA,14,6,486.93,0.4285714285714285,复核卖家发货SLA
155,f76a3b1349b6df1ee875d1f3fa4340f0,SP,SP,15,6,1019.8,0.4,复核卖家发货SLA
156,06a2c3af7b3aee5d69171b0e14f0ee87,MA,GO,16,6,560.9399999999999,0.375,复核承运线路容量与路由
157,f7ba60f8c3f99e7ee4042fdef03b70c4,SP,CE,18,6,1960.0,0.3333333333333333,复核承运线路容量与路由
158,8b321bb669392f5163d04c59e235e066,SP,CE,18,6,82.88,0.3333333333333333,复核承运线路容量与路由
159,f45122a9ab94eb4f3f8953578bc0c560,SP,RJ,20,6,611.94,0.3,复核承运线路容量与路由
160,2e1c9f22be269ef4643f826c9e650a52,SP,RJ,20,6,410.44,0.3,复核承运线路容量与路由
161,4b9750c8ad28220fe6702d4ecb7c898f,SP,RJ,23,6,425.4500000000001,0.2608695652173913,复核承运线路容量与路由
162,4c2b230173bb36f9b240f2b8ac11786e,SP,RJ,23,6,249.4,0.2608695652173913,复核承运线路容量与路由
163,cfb1a033743668a192316f3c6d1d2671,SP,RJ,24,6,600.4,0.25,复核承运线路容量与路由
164,fa1c13f2614d7b5c4749cbc52fecda94,SP,RS,25,6,1751.3000000000002,0.24,复核承运线路容量与路由
165,7d13fca15225358621be4086e1eb0964,SP,BA,27,6,2092.98,0.2222222222222222,复核承运线路容量与路由
166,da8622b14eb17ae2831f4ac5b9dab84a,SP,DF,31,6,544.2,0.1935483870967742,复核承运线路容量与路由
167,8b321bb669392f5163d04c59e235e066,SP,ES,32,6,126.34,0.1875,复核承运线路容量与路由
168,23613d49c3ac2bd302259e55c06c050c,SP,SP,35,6,248.4,0.1714285714285714,复核卖家发货SLA
169,855668e0971d4dfd7bef1b6a4133b41b,SP,RJ,40,6,550.99,0.15,复核承运线路容量与路由
170,f46490624488d3ff7ce78613913a7711,SP,SP,40,6,272.19,0.15,复核卖家发货SLA
171,8b321bb669392f5163d04c59e235e066,SP,BA,41,6,178.54999999999998,0.1463414634146341,复核承运线路容量与路由
172,a1043bafd471dff536d0c462352beb48,MG,BA,43,6,806.96,0.1395348837209302,复核承运线路容量与路由
173,d20b021d3efdf267a402c402a48ea64b,SP,SP,44,6,310.26,0.1363636363636363,复核承运线路容量与路由
174,4a3ca9315b744ce9f8e9374361493884,SP,GO,45,6,459.5,0.1333333333333333,复核承运线路容量与路由
175,ef0ace09169ac090589d85746e3e036f,RJ,SP,51,6,704.7,0.1176470588235294,复核承运线路容量与路由
176,6973a06f484aacf400ece213dbf3d946,SP,SP,52,6,657.0699999999999,0.1153846153846153,复核卖家发货SLA
177,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,SP,52,6,133.83999999999995,0.1153846153846153,复核卖家发货SLA
178,ea8482cd71df3c1969d7b9473ff13abc,SP,SC,54,6,191.94,0.1111111111111111,复核承运线路容量与路由
179,8648b1e89e9b349e32d3741b30ec737e,SP,SP,56,6,430.3,0.1071428571428571,复核承运线路容量与路由
180,128639473a139ac0f3e5f5ade55873a5,PR,RS,56,6,107.4,0.1071428571428571,复核承运线路容量与路由
181,8f2ce03f928b567e3d56181ae20ae952,SP,SP,57,6,895.3000000000001,0.1052631578947368,复核承运线路容量与路由
182,a673821011d0cec28146ea42f5ab767f,SP,SP,61,6,714.47,0.0983606557377049,复核卖家发货SLA
183,1025f0e2d44d7041d6cf58b6550e0bfa,SP,RS,63,6,1230.98,0.0952380952380952,复核承运线路容量与路由
184,4a3ca9315b744ce9f8e9374361493884,SP,PR,82,6,860.0,0.073170731707317,复核承运线路容量与路由
185,9c0e69c7bf2619675bbadf47b43f655a,SP,SP,84,6,1224.86,0.0714285714285714,复核卖家发货SLA
186,b499c00f28f4b7069ff6550af8c1348a,SP,SP,84,6,419.94,0.0714285714285714,复核卖家发货SLA
187,7aa4334be125fcdd2ba64b3180029f14,SP,SP,96,6,539.39,0.0625,复核卖家发货SLA
188,6edacfd9f9074789dad6d62ba7950b9c,SP,SP,102,6,347.4,0.0588235294117647,复核承运线路容量与路由
189,17e34d8224d27a541263c4c64b11a56b,SP,SP,104,6,1122.14,0.0576923076923076,复核承运线路容量与路由
190,7142540dd4c91e2237acb7e911c4eba2,SP,SP,105,6,494.4,0.0571428571428571,复核卖家发货SLA
191,85d9eb9ddc5d00ca9336a2219c97bb13,MG,SP,130,6,170.82,0.0461538461538461,复核卖家发货SLA
192,d2374cbcbb3ca4ab1086534108cc3ab7,SP,SP,252,6,228.4,0.0238095238095238,复核卖家发货SLA
193,cd68562d3f44870c08922d380acae552,SP,RJ,10,5,1313.0,0.5,复核承运线路容量与路由
194,dd7ddc04e1b6c2c614352b383efe2d36,SP,RJ,10,5,469.5,0.5,复核卖家发货SLA
195,54965bbe3e4f07ae045b90b0b8541f52,PR,MG,11,5,699.4000000000001,0.4545454545454545,复核卖家发货SLA
196,712e6ed8aa4aa1fa65dab41fed5737e4,SC,MG,12,5,2506.0,0.4166666666666667,复核卖家发货SLA
197,0bf0150d5b9d60d9cd2906003332f085,SP,RJ,13,5,851.5,0.3846153846153846,复核承运线路容量与路由
198,004c9cd9d87a3c30c522c48c4fc07416,SP,RS,13,5,540.86,0.3846153846153846,复核承运线路容量与路由
199,ad781527c93d00d89a11eecd9dcad7c1,SP,SP,14,5,779.95,0.3571428571428571,复核卖家发货SLA
200,00ee68308b45bc5e2660cd833c3f81cc,SP,RJ,16,5,996.0,0.3125,复核承运线路容量与路由
201,28f10b1c5e5abb9d4857745bede6147c,SP,SP,16,5,135.0,0.3125,复核承运线路容量与路由
202,8b9d6eec4a7eb7d0f9d579ce0b38324d,RJ,RJ,18,5,422.97,0.2777777777777778,复核卖家发货SLA
203,1f50f920176fa81dab994f9023523100,SP,CE,19,5,310.7,0.2631578947368421,复核承运线路容量与路由
204,1835b56ce799e6a4dc4eddc053f04066,SP,RS,19,5,284.95,0.2631578947368421,复核承运线路容量与路由
205,e9d99831abad74458942f21e16f33f92,SP,RJ,19,5,148.73000000000002,0.2631578947368421,复核承运线路容量与路由
206,2528513dd95219a6013d4d05176e391a,SP,RJ,20,5,1505.0,0.25,复核承运线路容量与路由
207,8581055ce74af1daba164fdbd55a40de,SP,RJ,20,5,713.4100000000001,0.25,复核承运线路容量与路由
208,88460e8ebdecbfecb5f9601833981930,PR,PR,20,5,593.5,0.25,复核卖家发货SLA
209,2e90cb1677d35cfe24eef47d441b7c87,SP,RJ,20,5,499.1,0.25,复核承运线路容量与路由
210,ea8482cd71df3c1969d7b9473ff13abc,SP,PA,21,5,157.86,0.238095238095238,复核承运线路容量与路由
211,522620dcb18a6b31cd7bdf73665113a9,PR,RJ,22,5,1526.49,0.2272727272727272,复核承运线路容量与路由
212,f262cbc1c910c83959f849465454ddd3,SP,RJ,23,5,180.95,0.217391304347826,复核承运线路容量与路由
213,4869f7a5dfa277a7dca6462dcf3b52b2,SP,PE,24,5,683.9,0.2083333333333333,复核承运线路容量与路由
214,0b90b6df587eb83608a64ea8b390cf07,PR,RJ,24,5,500.7,0.2083333333333333,复核承运线路容量与路由
215,f457c46070d02cadd8a68551231220dd,PR,RJ,25,5,415.6,0.2,复核承运线路容量与路由
216,cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,RJ,25,5,214.75,0.2,复核承运线路容量与路由
217,5058e8c1e82653974541e83690655b4a,SP,SP,27,5,1078.82,0.1851851851851851,复核卖家发货SLA
218,06a2c3af7b3aee5d69171b0e14f0ee87,MA,DF,27,5,380.95,0.1851851851851851,复核承运线路容量与路由
219,46dc3b2cc0980fb8ec44634e21d2718e,RJ,RS,29,5,739.95,0.1724137931034483,复核承运线路容量与路由
220,4869f7a5dfa277a7dca6462dcf3b52b2,SP,DF,29,5,767.8,0.1724137931034483,复核承运线路容量与路由
221,da8622b14eb17ae2831f4ac5b9dab84a,SP,BA,29,5,1299.2,0.1724137931034483,复核承运线路容量与路由
222,6560211a19b47992c3666cc44a7e94c0,SP,PA,29,5,261.0,0.1724137931034483,复核承运线路容量与路由
223,17e34d8224d27a541263c4c64b11a56b,SP,MG,30,5,3048.57,0.1666666666666666,复核承运线路容量与路由
224,cc419e0650a3c5ba77189a1882b7556a,SP,ES,30,5,344.95,0.1666666666666666,复核承运线路容量与路由
225,4869f7a5dfa277a7dca6462dcf3b52b2,SP,GO,31,5,1235.8,0.1612903225806451,复核承运线路容量与路由
226,06a2c3af7b3aee5d69171b0e14f0ee87,MA,MG,31,5,538.9499999999999,0.1612903225806451,复核承运线路容量与路由
227,99a54764c341d5dc80b4a8fac4eba3fb,SP,SP,31,5,385.1,0.1612903225806451,复核承运线路容量与路由
228,ea8482cd71df3c1969d7b9473ff13abc,SP,GO,35,5,163.92,0.1428571428571428,复核承运线路容量与路由
229,3db66a856d18a9cba7c9241fc5221c50,MG,SP,36,5,302.5,0.1388888888888889,复核卖家发货SLA
230,1f50f920176fa81dab994f9023523100,SP,ES,37,5,467.2,0.1351351351351351,复核承运线路容量与路由
231,16090f2ca825584b5a147ab24aa30c86,SP,MG,37,5,179.5,0.1351351351351351,复核承运线路容量与路由
232,891071be6ba827b591264c90c2ae8a63,SP,SP,37,5,169.95,0.1351351351351351,复核卖家发货SLA
233,aba1721a889e04decc910aa13b768ef4,SP,SP,38,5,1404.0,0.131578947368421,复核承运线路容量与路由
234,2138ccb85b11a4ec1e37afbd1c8eda1f,SP,RJ,38,5,157.86,0.131578947368421,复核承运线路容量与路由
235,218d46b86c1881d022bce9c68a7d4b15,SP,MG,39,5,640.0,0.1282051282051282,复核承运线路容量与路由
